date,amount,direction,counterparty,counterparty_iban,description,reference,account_iban
2025-10-28,12900.32,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1129,EK-2025-1129,DE89370400440532013000
2025-10-28,12910.01,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1129,RE-2025-1129,DE89370400440532013000
2025-10-29,12028.03,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1130,EK-2025-1130,DE89370400440532013000
2025-10-29,16680.28,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1130,RE-2025-1130,DE89370400440532013000
2025-11-02,12000.00,debit,Salaries November,DE62370400440532013001,Wages and salaries November 2025,LG-2025-11,DE89370400440532013000
2025-11-03,11736.50,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1131,EK-2025-1131,DE89370400440532013000
2025-11-03,19310.47,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1131,RE-2025-1131,DE89370400440532013000
2025-11-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications November,T-2025-11,DE89370400440532013000
2025-11-04,17194.54,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1132,EK-2025-1132,DE89370400440532013000
2025-11-04,13885.70,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1132,RE-2025-1132,DE89370400440532013000
2025-11-05,15358.52,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1133,EK-2025-1133,DE89370400440532013000
2025-11-05,16567.38,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1133,RE-2025-1133,DE89370400440532013000
2025-11-10,11954.63,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1134,EK-2025-1134,DE89370400440532013000
2025-11-10,11915.88,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1134,RE-2025-1134,DE89370400440532013000
2025-11-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity October 2025,RG-STW-102025,DE89370400440532013000
2025-11-11,15583.67,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1135,EK-2025-1135,DE89370400440532013000
2025-11-11,16102.63,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1135,RE-2025-1135,DE89370400440532013000
2025-11-12,13456.87,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1136,EK-2025-1136,DE89370400440532013000
2025-11-12,18043.48,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1136,RE-2025-1136,DE89370400440532013000
2025-11-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent November 2025,RENT-2025-11,DE89370400440532013000
2025-11-17,13339.99,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1137,EK-2025-1137,DE89370400440532013000
2025-11-17,13612.05,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1137,RE-2025-1137,DE89370400440532013000
2025-11-18,16005.78,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1138,EK-2025-1138,DE89370400440532013000
2025-11-18,16693.33,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1138,RE-2025-1138,DE89370400440532013000
2025-11-19,13448.52,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1139,EK-2025-1139,DE89370400440532013000
2025-11-19,17778.09,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1139,RE-2025-1139,DE89370400440532013000
2025-11-24,17681.37,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1140,EK-2025-1140,DE89370400440532013000
2025-11-24,23407.81,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1140,RE-2025-1140,DE89370400440532013000
2025-11-25,10464.08,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1141,EK-2025-1141,DE89370400440532013000
2025-11-25,13026.72,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1141,RE-2025-1141,DE89370400440532013000
2025-11-26,16377.60,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1142,EK-2025-1142,DE89370400440532013000
2025-11-26,13591.37,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1142,RE-2025-1142,DE89370400440532013000
2025-12-01,12284.71,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1143,EK-2025-1143,DE89370400440532013000
2025-12-01,15704.84,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1143,RE-2025-1143,DE89370400440532013000
2025-12-02,13992.33,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1144,EK-2025-1144,DE89370400440532013000
2025-12-02,12000.00,debit,Salaries December,DE62370400440532013001,Wages and salaries December 2025,LG-2025-12,DE89370400440532013000
2025-12-02,18331.67,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1144,RE-2025-1144,DE89370400440532013000
2025-12-03,19891.37,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1145,EK-2025-1145,DE89370400440532013000
2025-12-03,17838.11,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1145,RE-2025-1145,DE89370400440532013000
2025-12-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications December,T-2025-12,DE89370400440532013000
2025-12-08,15423.39,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1146,EK-2025-1146,DE89370400440532013000
2025-12-08,15600.11,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1146,RE-2025-1146,DE89370400440532013000
2025-12-09,16300.69,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1147,EK-2025-1147,DE89370400440532013000
2025-12-09,16667.87,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1147,RE-2025-1147,DE89370400440532013000
2025-12-10,10701.27,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1148,EK-2025-1148,DE89370400440532013000
2025-12-10,15400.95,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1148,RE-2025-1148,DE89370400440532013000
2025-12-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity November 2025,RG-STW-112025,DE89370400440532013000
2025-12-15,16503.74,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1149,EK-2025-1149,DE89370400440532013000
2025-12-15,17008.81,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1149,RE-2025-1149,DE89370400440532013000
2025-12-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent December 2025,RENT-2025-12,DE89370400440532013000
2025-12-16,16534.41,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1150,EK-2025-1150,DE89370400440532013000
2025-12-16,17104.34,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1150,RE-2025-1150,DE89370400440532013000
2025-12-17,10836.88,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1151,EK-2025-1151,DE89370400440532013000
2025-12-17,15184.64,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1151,RE-2025-1151,DE89370400440532013000
2025-12-22,10801.93,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1152,EK-2025-1152,DE89370400440532013000
2025-12-22,18214.66,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2025-1152,RE-2025-1152,DE89370400440532013000
2025-12-23,20802.54,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2025-1153,EK-2025-1153,DE89370400440532013000
2025-12-23,17525.14,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2025-1153,RE-2025-1153,DE89370400440532013000
2025-12-24,13616.61,debit,Miller Office,DE32700100800012345000,Payment EK-2025-1154,EK-2025-1154,DE89370400440532013000
2025-12-24,15070.41,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2025-1154,RE-2025-1154,DE89370400440532013000
2025-12-29,13896.07,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2025-1155,EK-2025-1155,DE89370400440532013000
2025-12-29,13853.26,credit,Smith Corp,DE44500105175407324931,Payment RE-2025-1155,RE-2025-1155,DE89370400440532013000
2025-12-30,12233.16,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2025-1156,EK-2025-1156,DE89370400440532013000
2025-12-30,12025.78,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2025-1156,RE-2025-1156,DE89370400440532013000
2025-12-31,15086.07,debit,TechParts Inc,DE02120300000000202051,Payment EK-2025-1157,EK-2025-1157,DE89370400440532013000
2025-12-31,20430.29,credit,Little & Partners,DE26200400600087654300,Payment RE-2025-1157,RE-2025-1157,DE89370400440532013000
2026-01-02,12000.00,debit,Salaries January,DE62370400440532013001,Wages and salaries January 2026,LG-2026-01,DE89370400440532013000
2026-01-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications January,T-2026-01,DE89370400440532013000
2026-01-05,14994.33,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1001,EK-2026-1001,DE89370400440532013000
2026-01-05,15304.98,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1001,RE-2026-1001,DE89370400440532013000
2026-01-06,12774.38,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1002,EK-2026-1002,DE89370400440532013000
2026-01-06,12839.53,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1002,RE-2026-1002,DE89370400440532013000
2026-01-07,14604.24,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1003,EK-2026-1003,DE89370400440532013000
2026-01-07,19465.54,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1003,RE-2026-1003,DE89370400440532013000
2026-01-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity December 2025,RG-STW-122025,DE89370400440532013000
2026-01-12,15911.80,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1004,EK-2026-1004,DE89370400440532013000
2026-01-12,16501.16,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1004,RE-2026-1004,DE89370400440532013000
2026-01-13,13242.73,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1005,EK-2026-1005,DE89370400440532013000
2026-01-13,13523.21,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1005,RE-2026-1005,DE89370400440532013000
2026-01-14,14265.51,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1006,EK-2026-1006,DE89370400440532013000
2026-01-14,18762.19,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1006,RE-2026-1006,DE89370400440532013000
2026-01-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent January 2026,RENT-2026-01,DE89370400440532013000
2026-01-19,10759.40,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1007,EK-2026-1007,DE89370400440532013000
2026-01-19,13399.76,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1007,RE-2026-1007,DE89370400440532013000
2026-01-20,16575.80,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1008,EK-2026-1008,DE89370400440532013000
2026-01-20,21922.52,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1008,RE-2026-1008,DE89370400440532013000
2026-01-21,17018.94,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1009,EK-2026-1009,DE89370400440532013000
2026-01-21,14513.83,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1009,RE-2026-1009,DE89370400440532013000
2026-01-26,13256.31,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1010,EK-2026-1010,DE89370400440532013000
2026-01-26,13371.10,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1010,RE-2026-1010,DE89370400440532013000
2026-01-27,8883.14,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1011,EK-2026-1011,DE89370400440532013000
2026-01-27,19119.47,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1011,RE-2026-1011,DE89370400440532013000
2026-01-28,18014.43,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1012,EK-2026-1012,DE89370400440532013000
2026-01-28,12626.15,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1012,RE-2026-1012,DE89370400440532013000
2026-02-02,17797.05,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1013,EK-2026-1013,DE89370400440532013000
2026-02-02,12000.00,debit,Salaries February,DE62370400440532013001,Wages and salaries February 2026,LG-2026-02,DE89370400440532013000
2026-02-02,18359.18,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1013,RE-2026-1013,DE89370400440532013000
2026-02-03,12084.12,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1014,EK-2026-1014,DE89370400440532013000
2026-02-03,11914.25,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1014,RE-2026-1014,DE89370400440532013000
2026-02-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications February,T-2026-02,DE89370400440532013000
2026-02-04,11058.73,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1015,EK-2026-1015,DE89370400440532013000
2026-02-04,15726.45,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1015,RE-2026-1015,DE89370400440532013000
2026-02-09,11579.10,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1016,EK-2026-1016,DE89370400440532013000
2026-02-09,19037.42,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1016,RE-2026-1016,DE89370400440532013000
2026-02-10,16026.65,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1017,EK-2026-1017,DE89370400440532013000
2026-02-10,12574.92,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1017,RE-2026-1017,DE89370400440532013000
2026-02-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity January 2026,RG-STW-012026,DE89370400440532013000
2026-02-11,14019.43,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1018,EK-2026-1018,DE89370400440532013000
2026-02-11,15157.52,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1018,RE-2026-1018,DE89370400440532013000
2026-02-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent February 2026,RENT-2026-02,DE89370400440532013000
2026-02-16,11413.55,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1019,EK-2026-1019,DE89370400440532013000
2026-02-16,11341.00,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1019,RE-2026-1019,DE89370400440532013000
2026-02-17,14108.37,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1020,EK-2026-1020,DE89370400440532013000
2026-02-17,14466.81,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1020,RE-2026-1020,DE89370400440532013000
2026-02-18,11920.98,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1021,EK-2026-1021,DE89370400440532013000
2026-02-18,16262.86,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1021,RE-2026-1021,DE89370400440532013000
2026-02-23,12344.48,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1022,EK-2026-1022,DE89370400440532013000
2026-02-23,12571.77,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1022,RE-2026-1022,DE89370400440532013000
2026-02-24,14100.84,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1023,EK-2026-1023,DE89370400440532013000
2026-02-24,14618.66,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1023,RE-2026-1023,DE89370400440532013000
2026-02-25,11591.83,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1024,EK-2026-1024,DE89370400440532013000
2026-02-25,15547.94,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1024,RE-2026-1024,DE89370400440532013000
2026-03-02,16082.68,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1025,EK-2026-1025,DE89370400440532013000
2026-03-02,12000.00,debit,Salaries March,DE62370400440532013001,Wages and salaries March 2026,LG-2026-03,DE89370400440532013000
2026-03-02,13560.10,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1025,RE-2026-1025,DE89370400440532013000
2026-03-03,8541.18,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1026,EK-2026-1026,DE89370400440532013000
2026-03-03,14757.21,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1026,RE-2026-1026,DE89370400440532013000
2026-03-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications March,T-2026-03,DE89370400440532013000
2026-03-04,13931.13,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1027,EK-2026-1027,DE89370400440532013000
2026-03-04,15002.91,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1027,RE-2026-1027,DE89370400440532013000
2026-03-09,10834.56,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1028,EK-2026-1028,DE89370400440532013000
2026-03-09,14133.50,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1028,RE-2026-1028,DE89370400440532013000
2026-03-10,11452.52,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1029,EK-2026-1029,DE89370400440532013000
2026-03-10,15158.30,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1029,RE-2026-1029,DE89370400440532013000
2026-03-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity February 2026,RG-STW-022026,DE89370400440532013000
2026-03-11,16719.11,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1030,EK-2026-1030,DE89370400440532013000
2026-03-11,14535.38,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1030,RE-2026-1030,DE89370400440532013000
2026-03-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent March 2026,RENT-2026-03,DE89370400440532013000
2026-03-16,10563.52,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1031,EK-2026-1031,DE89370400440532013000
2026-03-16,13600.90,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1031,RE-2026-1031,DE89370400440532013000
2026-03-17,10451.48,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1032,EK-2026-1032,DE89370400440532013000
2026-03-17,13498.87,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1032,RE-2026-1032,DE89370400440532013000
2026-03-18,13999.00,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1033,EK-2026-1033,DE89370400440532013000
2026-03-18,12241.81,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1033,RE-2026-1033,DE89370400440532013000
2026-03-23,14017.85,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1034,EK-2026-1034,DE89370400440532013000
2026-03-23,14427.45,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1034,RE-2026-1034,DE89370400440532013000
2026-03-24,13240.64,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1035,EK-2026-1035,DE89370400440532013000
2026-03-24,13595.35,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1035,RE-2026-1035,DE89370400440532013000
2026-03-25,8205.55,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1036,EK-2026-1036,DE89370400440532013000
2026-03-25,11824.43,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1036,RE-2026-1036,DE89370400440532013000
2026-03-30,8926.77,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1037,EK-2026-1037,DE89370400440532013000
2026-03-30,15087.68,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1037,RE-2026-1037,DE89370400440532013000
2026-03-31,16610.50,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1038,EK-2026-1038,DE89370400440532013000
2026-03-31,13698.44,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1038,RE-2026-1038,DE89370400440532013000
2026-04-01,10346.57,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1039,EK-2026-1039,DE89370400440532013000
2026-04-01,11532.80,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1039,RE-2026-1039,DE89370400440532013000
2026-04-02,12000.00,debit,Salaries April,DE62370400440532013001,Wages and salaries April 2026,LG-2026-04,DE89370400440532013000
2026-04-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications April,T-2026-04,DE89370400440532013000
2026-04-06,12952.50,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1040,EK-2026-1040,DE89370400440532013000
2026-04-06,9972.15,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1040,RE-2026-1040,DE89370400440532013000
2026-04-07,10355.89,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1041,EK-2026-1041,DE89370400440532013000
2026-04-07,16920.97,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1041,RE-2026-1041,DE89370400440532013000
2026-04-08,12979.41,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1042,EK-2026-1042,DE89370400440532013000
2026-04-08,13879.69,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1042,RE-2026-1042,DE89370400440532013000
2026-04-10,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity March 2026,RG-STW-032026,DE89370400440532013000
2026-04-13,12148.85,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1043,EK-2026-1043,DE89370400440532013000
2026-04-13,12378.62,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1043,RE-2026-1043,DE89370400440532013000
2026-04-14,9542.10,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1044,EK-2026-1044,DE89370400440532013000
2026-04-14,9459.95,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1044,RE-2026-1044,DE89370400440532013000
2026-04-15,10973.38,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1045,EK-2026-1045,DE89370400440532013000
2026-04-15,14862.92,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1045,RE-2026-1045,DE89370400440532013000
2026-04-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent April 2026,RENT-2026-04,DE89370400440532013000
2026-04-20,12699.99,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1046,EK-2026-1046,DE89370400440532013000
2026-04-20,13154.78,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1046,RE-2026-1046,DE89370400440532013000
2026-04-21,9851.91,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1047,EK-2026-1047,DE89370400440532013000
2026-04-21,9961.04,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1047,RE-2026-1047,DE89370400440532013000
2026-04-22,10608.23,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1048,EK-2026-1048,DE89370400440532013000
2026-04-22,14142.75,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1048,RE-2026-1048,DE89370400440532013000
2026-04-27,8475.58,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1049,EK-2026-1049,DE89370400440532013000
2026-04-27,8226.81,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1049,RE-2026-1049,DE89370400440532013000
2026-04-28,12464.16,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1050,EK-2026-1050,DE89370400440532013000
2026-04-28,12814.86,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1050,RE-2026-1050,DE89370400440532013000
2026-04-29,12740.49,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1051,EK-2026-1051,DE89370400440532013000
2026-04-29,16801.28,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1051,RE-2026-1051,DE89370400440532013000
2026-05-02,12000.00,debit,Salaries May,DE62370400440532013001,Wages and salaries May 2026,LG-2026-05,DE89370400440532013000
2026-05-03,950.00,debit,Telecom Business Customers,DE20200700240012345601,Telecommunications May,T-2026-05,DE89370400440532013000
2026-05-04,8431.67,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1052,EK-2026-1052,DE89370400440532013000
2026-05-04,10620.58,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1052,RE-2026-1052,DE89370400440532013000
2026-05-05,11105.40,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1053,EK-2026-1053,DE89370400440532013000
2026-05-05,14482.53,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1053,RE-2026-1053,DE89370400440532013000
2026-05-06,10882.07,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1054,EK-2026-1054,DE89370400440532013000
2026-05-06,9075.70,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1054,RE-2026-1054,DE89370400440532013000
2026-05-08,3200.00,debit,Berlin City Utilities,DE58200400600971586400,Electricity April 2026,RG-STW-042026,DE89370400440532013000
2026-05-11,11244.44,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1055,EK-2026-1055,DE89370400440532013000
2026-05-11,11548.17,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1055,RE-2026-1055,DE89370400440532013000
2026-05-12,6904.05,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1056,EK-2026-1056,DE89370400440532013000
2026-05-12,14352.18,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1056,RE-2026-1056,DE89370400440532013000
2026-05-13,12936.64,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1057,EK-2026-1057,DE89370400440532013000
2026-05-13,9026.77,credit,Little & Partners,DE26200400600087654300,Payment RE-2026-1057,RE-2026-1057,DE89370400440532013000
2026-05-15,1850.00,debit,Miller Office,DE32700100800012345000,Rent May 2026,RENT-2026-05,DE89370400440532013000
2026-05-18,9350.06,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1058,EK-2026-1058,DE89370400440532013000
2026-05-18,15330.34,credit,Hoffman Trading Co,DE79345678901234567890,Payment RE-2026-1058,RE-2026-1058,DE89370400440532013000
2026-05-19,12126.27,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1059,EK-2026-1059,DE89370400440532013000
2026-05-19,9192.23,credit,Nordwind Maritime GmbH,DE94200505500000778899,Payment RE-2026-1059,RE-2026-1059,DE89370400440532013000
2026-05-20,10335.13,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-1060,EK-2026-1060,DE89370400440532013000
2026-05-20,6700.00,debit,Logistics Express Ltd,DE80200400600004444400,Freight April,LOG-2026-04,DE89370400440532013000
2026-05-20,11220.65,credit,Weaver Consulting,DE78200400600012312300,Payment RE-2026-1060,RE-2026-1060,DE89370400440532013000
2026-05-25,7720.60,debit,Logistics Express Ltd,DE80200400600004444400,Payment EK-2026-1061,EK-2026-1061,DE89370400440532013000
2026-05-25,10342.38,credit,Aurora Labs Ltd,DE67701500000123456780,Payment RE-2026-1061,RE-2026-1061,DE89370400440532013000
2026-05-26,8991.77,debit,Miller Office,DE32700100800012345000,Payment EK-2026-1062,EK-2026-1062,DE89370400440532013000
2026-05-26,12356.19,credit,Smith Corp,DE44500105175407324931,Payment RE-2026-1062,RE-2026-1062,DE89370400440532013000
2026-05-27,7399.75,debit,Berlin City Utilities,DE58200400600971586400,Payment EK-2026-1063,EK-2026-1063,DE89370400440532013000
2026-05-27,13944.26,credit,Brewer & Sons Ltd,DE62200700240000279500,Payment RE-2026-1063,RE-2026-1063,DE89370400440532013000
2026-05-29,8500.00,debit,TechParts Inc,DE02120300000000202051,Payment EK-2026-0091,EK-2026-0091,DE89370400440532013000
2026-06-01,10112.17,debit,Hoffman Printing,DE03200400600022222200,Payment EK-2026-1064,EK-2026-1064,DE89370400440532013000
